??????????????????????????,,,,,,,,,,,,,
,,,,,,,,,,,,,??:?;?;?;?;‰
??81?,1992,369,7453,133309,5355277,20802622,10734609,10068013,9.55025788574118,8.8656534849284,10.2812136403843,3.88450905527389,106.62
??82?,1993,369,7496,134649,5495888,20995416,10824161,10171255,9.26777403348482,8.34236253970685,10.2544563659185,3.82020448742769,106.42
??83?,1994,369,7569,136099,5648562,21177874,10907032,10270842,8.69037317479206,7.65611302344819,9.79102382154415,3.74925051721128,106.19
??84?,1995,369,7569,137254,5819155,21357431,10990657,10366774,8.47851866528245,7.66707203206152,9.34022741270871,3.67019455573876,106.02
??85?,1996,369,7569,139125,6021783,21525433,11065798,10459635,7.86620825323046,6.8368069351996,8.95755998925027,3.57459460096785,105.8
??86?,1997,369,7569,139926,6204343,21742815,11163764,10579051,10.0988444692379,8.85304430823697,11.4168419834918,3.50445083387556,105.53
??87?,1998,369,7755,143104,6369768,21928591,11243408,10685183,8.54424783543437,7.13415296131305,10.0322798330398,3.44260434602956,105.22
??88?,1999,369,7755,143471,6532466,22092387,11312728,10779659,7.469517763362,6.16539042254804,8.84177650490403,3.38193677548417,104.95
??89?,2000,369,7756,144112,6681685,22276672,11392050,10884622,8.34156128081587,7.01174818310844,9.73713546968415,3.33399015368129,104.66
??90?,2001,369,7775,145196,6802281,22405568,11441651,10963917,5.78614256204877,4.35400125526135,7.28504857587154,3.29383158384665,104.36
??91?,2002,369,7809,146266,6925019,22520776,11485409,11035367,5.14193614730053,3.82444806260915,6.51683153019126,3.2520886946303,104.08
??92?,2003,369,7809,145971,7047168,22604550,11515062,11089488,3.71985405831486,2.5817974788708,4.90432262017203,3.20760765175458,103.84
??93?,2004,368,7810,146225,7179943,22689122,11541585,11147537,3.74137065325344,2.30333106326305,5.2345969444216,3.16006993370282,103.53
??94?,2005,368,7833,146967,7292879,22770383,11562440,11207943,3.58149601381667,1.80694419354014,5.41877546582712,3.12227626428465,103.16
??95?,2006,368,7828,147134,7394758,22876527,11591707,11284820,4.66149383609402,2.53121313494384,6.85915337006978,3.09361401684815,102.72
??96?,2007,368,7826,147342,7512449,22958360,11608767,11349593,3.57716011700552,1.47174182370207,5.73983457423335,3.05604204434533,102.28
??97?,2008,368,7827,147591,7655772,23037031,11626351,11410680,3.4266820452332,1.51471728220577,5.38230754177705,3.00910620117736,101.89
??98?,2009,368,7834,147863,7805834,23119772,11636734,11483038,3.59165206662265,0.893057503596786,6.34125223036664,2.96185801542795,101.34
??99?,2010,368,7835,147877,7937024,23162123,11635225,11526898,1.83180872198913,-0.129675560170061,3.8195467088065,2.91823774250903,100.94
??100?,2011,368,7835,147828,8057761,23224912,11645674,11579238,2.7108482240596,0.898048812979551,4.54068388563862,2.88230340909838,100.57
??101?,2012,368,7835,148358,8186432,23315822,11673319,11642503,3.91433130080321,2.37384285357808,5.46365831672171,2.84810549944103,100.26
??102?,2013,368,7839,148587,8286260,23373517,11684674,11688843,2.47449993399332,0.972731063033572,3.98024376716931,2.82075592607521,99.96
??103?,2014,368,7851,147785,8382699,23433753,11697971,11735782,2.5771046779139,1.13798639140467,4.0157096814458,2.79549021144622,99.68
??104?,2015,368,7851,147478,8468978,23492074,11712047,11780027,2.48876054979328,1.20328559542505,3.77009388892875,2.77389715736657,99.42
??105?,2016,368,7851,147373,8561383,23539816,11719270,11820546,2.03225990178645,0.616715421309358,3.43963557978263,2.74953427501141,99.14
??106?,2017,368,7851,147520,8649000,23571227,11719580,11851647,1.33437746497254,0.0264521595628397,2.63109673614061,2.7253124060585,98.89
??107?,2018,368,7760,142734,8734477,23588932,11712913,11876019,0.751127635400567,-0.568877041668729,2.05642304398705,2.70066908413635,98.63
??108?,2019,368,7760,142796,8832745,23603121,11705186,11897935,0.601510911981941,-0.65969925670924,1.84539954003105,2.67222941452516,98.38
??109?,2020,368,7760,142881,8933814,23561236,11673765,11887471,-1.77455345841764,-2.68436571618768,-0.879480346799676,2.63730988802767,98.2
??110?,2021,368,7734,142411,9006580,23375314,11578696,11796618,-7.89101216931064,-8.14381649793361,-7.64275260902845,2.59535961485936,98.15
??111?,2022,368,7748,142534,9089450,23264640,11499136,11765504,-4.73465297621243,-6.87124007746641,-2.63753560554389,2.55952120315311,97.74
,,,,,,,,,,,,,
??:1.60?(?)???????????????,,,,,,,,,,,,,?????????
"???2.?103??,?????????????????????,????????",,,,,,,,,,,,,
???3.???????????????,,,,,,,,,,,,,
